Country Name,"Series Name","Time","Value"
"Iran, Islamic Rep.","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","12.21"
Ireland,"GDP per capita (current US$)","2019","80886.6157387104"
Ireland,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","45.91"
Israel,"GDP per capita (current US$)","2019","43951.2477305677"
Israel,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","47.51"
Jamaica,"GDP per capita (current US$)","2019","5369.4983713849"
Jamaica,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","31.44"
Italy,"GDP per capita (current US$)","2019","33641.6337513622"
Italy,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","22.07"
Japan,"GDP per capita (current US$)","2019","40777.6086970512"
Japan,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","49.85"
Kenya,"GDP per capita (current US$)","2019","1912.64786680344"
Kenya,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","41.25"
"Korea, Rep.","GDP per capita (current US$)","2019","31936.7963534728"
"Korea, Rep.","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","30.09"
Libya,"GDP per capita (current US$)","2019","7685.94813248318"
Libya,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","10.12"
Lebanon,"GDP per capita (current US$)","2019","7578.17236808171"
Lebanon,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","17.44"
Liechtenstein,"GDP per capita (current US$)","2019","175813.875592058"
Liechtenstein,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019",".."
Luxembourg,"GDP per capita (current US$)","2019","113218.713349678"
Luxembourg,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","31.23"
Madagascar,"GDP per capita (current US$)","2019","522.989524271408"
Madagascar,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","72.23"
Malaysia,"GDP per capita (current US$)","2019","11432.8229973018"
Malaysia,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","35.06"
Mali,"GDP per capita (current US$)","2019","879.043187300812"
Mali,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","52.75"
Malawi,"GDP per capita (current US$)","2019","591.846389556646"
Malawi,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","59.67"
Malta,"GDP per capita (current US$)","2019","30186.1959621979"
Malta,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","53.64"
Mexico,"GDP per capita (current US$)","2019","9950.45008048459"
Mexico,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","32.81"
Monaco,"GDP per capita (current US$)","2019","190512.737442436"
Monaco,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019",".."
Mongolia,"GDP per capita (current US$)","2019","4404.84583020208"
Mongolia,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","28.81"
Morocco,"GDP per capita (current US$)","2019","3230.40972230151"
Morocco,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","13.17"
Myanmar,"GDP per capita (current US$)","2019","1271.1115749486"
Myanmar,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","39.75"
Nepal,"GDP per capita (current US$)","2019","1194.95687572575"
Nepal,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","78.41"
Namibia,"GDP per capita (current US$)","2019","5009.68590391401"
Namibia,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","26.44"
New Zealand,"GDP per capita (current US$)","2019","42755.2162634522"
New Zealand,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","63.46"
Nigeria,"GDP per capita (current US$)","2019","2229.8586518613"
Nigeria,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","30.94"
Niger,"GDP per capita (current US$)","2019","554.099389259855"
Niger,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","50.46"
North Macedonia,"GDP per capita (current US$)","2019","6070.38805358275"
North Macedonia,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","25.56"
Norway,"GDP per capita (current US$)","2019","75826.0818834173"
Norway,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","55.84"
Pakistan,"GDP per capita (current US$)","2019","1288.55632450434"
Pakistan,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","18.17"
Poland,"GDP per capita (current US$)","2019","15732.2031311754"
Poland,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","31.58"
Paraguay,"GDP per capita (current US$)","2019","5380.9633218413"
Paraguay,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","47.18"
Philippines,"GDP per capita (current US$)","2019","3485.3408438977"
Philippines,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","28.63"
Peru,"GDP per capita (current US$)","2019","7027.61220697723"
Peru,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","58.49"
Romania,"GDP per capita (current US$)","2019","12899.3461112897"
Romania,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","23.58"
Rwanda,"GDP per capita (current US$)","2019","820.149288558594"
Rwanda,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","63.65"
Portugal,"GDP per capita (current US$)","2019","23330.817288932"
Portugal,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","32.93"
Qatar,"GDP per capita (current US$)","2019","62276.4286944365"
Qatar,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","35.44"
Saudi Arabia,"GDP per capita (current US$)","2019","23139.7979808237"
Saudi Arabia,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","8.25"
Singapore,"GDP per capita (current US$)","2019","65640.7079484985"
Singapore,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","40.94"
Slovak Republic,"GDP per capita (current US$)","2019","19303.5456581383"
Slovak Republic,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","22.28"
Slovenia,"GDP per capita (current US$)","2019","25942.9547741436"
Slovenia,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","33.2"
Spain,"GDP per capita (current US$)","2019","29555.3156985079"
Spain,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","31.16"
Sudan,"GDP per capita (current US$)","2019","753.282174142999"
Sudan,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","18.44"
Sweden,"GDP per capita (current US$)","2019","51939.4297445291"
Sweden,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","56.42"
Switzerland,"GDP per capita (current US$)","2019","85334.5194620909"
Switzerland,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","66.02"
Thailand,"GDP per capita (current US$)","2019","7817.00967118918"
Thailand,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","33.22"
Togo,"GDP per capita (current US$)","2019","893.352454121675"
Togo,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","27.65"
Tonga,"GDP per capita (current US$)","2019","4903.01213835449"
Tonga,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","21.54"
Trinidad and Tobago,"GDP per capita (current US$)","2019","16637.1629387697"
Trinidad and Tobago,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","31.58"
Turkey,"GDP per capita (current US$)","2019","9121.51516673708"
Turkey,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","32.63"
Uganda,"GDP per capita (current US$)","2019","798.585734133959"
Uganda,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","49.34"
Ukraine,"GDP per capita (current US$)","2019","3662.56308679667"
Ukraine,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","27.91"
United Kingdom,"GDP per capita (current US$)","2019","43070.4983595888"
United Kingdom,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","55.38"
United Arab Emirates,"GDP per capita (current US$)","2019","42701.4430454782"
United Arab Emirates,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","33.89"
United States,"GDP per capita (current US$)","2019","65279.5290260953"
United States,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","51.67"
Uruguay,"GDP per capita (current US$)","2019","17688.01500769"
Uruguay,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","42.89"
Uzbekistan,"GDP per capita (current US$)","2019","1784.00981608195"
Uzbekistan,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","32.26"
"Venezuela, RB","GDP per capita (current US$)","2019",".."
"Venezuela, RB","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","21.78"
"Yemen, Rep.","GDP per capita (current US$)","2019",".."
"Yemen, Rep.","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","4.55"
Zambia,"GDP per capita (current US$)","2019","1305.00103080403"
Zambia,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","52.82"
Zimbabwe,"GDP per capita (current US$)","2019","1316.74065692871"
Zimbabwe,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","68.27"
Vietnam,"GDP per capita (current US$)","2019","2715.27598010995"
Vietnam,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","2019","52.1"
,"","",""
,"","",""
,"","",""
Data from database: World Development Indicators,"","",""
Last Updated: 12/16/2021,"","",""
