ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1986,53.43,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1987,49.97,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1987,42.3,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1987,54.59,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1988,50.63,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1988,42.36,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1988,55.58,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1989,52.1,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1989,43.78,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1989,57.27,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1990,52.45,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1990,42.6,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1990,58.39,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1991,52.27,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1991,41.49,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1991,58.63,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1992,52.3,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1992,47.09,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1992,56.49,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1993,52.41,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1993,46.84,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1993,56.91,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1994,52.44,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1994,47.11,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1994,56.86,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1995,52.4,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1995,46.69,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1995,57.13,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Not elsewhere classified,1995,78.59,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1996,52.79,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1996,47.59,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1996,57.39,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1997,53.2,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1997,48.43,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1997,57.56,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1998,53.22,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1998,48.87,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1998,57.2,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,1999,53.69,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,1999,49.49,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,1999,57.67,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2000,54.09,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2000,50.28,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2000,57.7,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2001,53.99,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2001,50.5,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2001,57.46,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2002,54.55,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2002,51.63,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2002,57.49,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2003,54.49,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2003,51.53,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2003,57.52,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2004,54.83,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2004,52.03,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2004,57.75,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2005,55.07,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2005,52.82,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2005,57.45,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2006,55.74,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2006,53.68,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2006,57.94,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2007,55.31,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2007,53.46,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2007,57.34,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2008,55.9,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2008,54.13,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2008,57.82,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2009,56.07,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2009,54.36,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2009,57.93,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2010,55.99,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2010,54.16,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2010,58.01,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2011,56.11,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2011,54.75,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2011,57.63,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2012,56.32,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2012,54.79,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2012,58.06,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2013,56.65,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2013,55.49,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2013,57.95,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2014,56.93,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2014,56.09,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2014,57.88,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2015,57.1,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2015,56.48,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2015,57.8,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2016,57.37,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2016,56.4,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2016,58.45,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2017,57.65,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2017,56.8,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2017,58.62,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2018,57.89,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2018,56.98,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2018,58.94,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Total,2019,58.33,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Single / Widowed / Divorced,2019,57.69,,,,Repository: ILO-STATISTICS - Micro data processing
United Kingdom,"Labour force participation rate by sex, age and marital status (%)",LFS - EU Labour Force Survey,Sex: Female,Age (10-year bands): Total,Marital status (aggregate): Married / Union / Cohabiting,2019,59.09,,,,Repository: ILO-STATISTICS - Micro data processing
